"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"308649";2220459;0.44;"D";5;16;59;80;4;"E";93;4
"308652";2220462;0.28;"C";14;14;68;50;14;"E";91;13
"308667";2220477;0.33;"C";6;0;32;59;2;"D";91;13
"308670";2220480;0.87;"C";4;17;49;50;5;"D";73;13
"308683";2220493;0.69;"D";8;0;46;50;12;"D";93;13
"308685";2220495;0.43;"D";11;12;44;50;2;"E";91;13
"308706";2220516;0.41;"E";5;1;63;50;1;"E";93;13
"308713";2220523;0.41;"E";9;12;41;80;3;"E";93;4
"308717";2220527;0.41;"C";4;12;51;50;3;"D";93;13
"308721";2220531;0.41;"E";8;5;59;50;10;"E";93;13
"308726";2220536;0.41;"E";5;13;36;64;5;"D";93;8
"308745";2220555;0.41;"E";9;13;40;54;3;"E";93;11
"308752";2220562;0.41;"E";6;12;56;64;1;"D";73;8
"308763";2220573;0.41;"A";6;5;67;50;1;"D";91;13
"308790";2220600;0.41;"C";6;5;48;56;2;"D";91;13
"308801";2220611;0.41;"D";6;9;36;54;3;"E";91;11
"308807";2220617;0.41;"C";11;9;43;50;2;"E";91;13
"308809";2220619;0.41;"C";8;2;48;50;2;"D";91;13
"308833";2220643;0.41;"E";4;2;59;50;3;"E";93;13
"308842";2220652;0.41;"C";11;10;43;50;4;"E";73;13
"308867";2220677;0.41;"D";10;10;35;64;2;"D";25;8
"308888";2220698;0.41;"A";5;16;42;50;4;"E";82;13
"308892";2220702;0.41;"C";4;8;46;50;2;"D";82;13
"308894";2220704;0.41;"C";14;2;35;62;2;"E";82;13
"308928";2220738;0.41;"E";4;5;41;60;1;"E";41;9
"308933";2220743;0.41;"A";12;4;56;50;10;"E";73;13
"308947";2220757;0.41;"E";4;4;62;50;3;"D";93;13
"308978";2220788;0.41;"C";11;4;35;67;3;"E";93;7
"308992";2220802;0.41;"A";7;6;58;50;2;"D";91;13
"308994";2220804;0.41;"C";4;14;34;54;6;"E";91;11
"308996";2220806;0.41;"B";7;15;50;64;6;"D";91;8
"309037";2220847;0.41;"C";10;5;34;72;5;"E";72;6
"309038";2220848;0.41;"E";5;2;57;52;2;"E";93;13
"309047";2220857;0.41;"A";5;9;37;50;2;"D";93;13
"309087";2220897;0.41;"D";4;3;77;50;2;"E";72;13
"309089";2220899;0.41;"E";6;2;59;62;5;"E";93;13
"309107";2220917;0.41;"E";7;3;37;66;3;"E";82;7
"309108";2220918;0.41;"E";4;2;70;57;6;"E";93;10
"309120";2220930;0.41;"D";6;12;40;50;1;"E";91;13
"309125";2220935;0.41;"D";7;14;39;72;2;"E";91;6
"309126";2220936;0.41;"D";7;10;42;72;1;"D";31;6
"309162";2220972;0.41;"A";9;17;34;72;14;"E";11;6
"309171";2220981;0.41;"A";7;6;36;50;1;"D";24;13
"309174";2220984;0.41;"C";7;3;47;50;2;"D";82;13
"309183";2220993;0.41;"D";5;9;56;50;1;"E";72;13
"309204";2221014;0.41;"E";7;3;44;50;2;"D";93;13
"309207";2221017;0.41;"C";7;11;52;50;2;"D";91;13
"309208";2221018;0.41;"C";8;10;41;55;1;"D";91;13
"309215";2221025;0.41;"E";7;3;51;50;3;"D";93;13
"309220";2221030;0.41;"C";6;9;52;60;1;"D";91;9
"309221";2221031;0.41;"E";7;10;71;50;1;"D";91;13
"309222";2221032;0.41;"E";7;16;41;142;2;"D";82;-1
"309223";2221033;0.41;"D";10;3;39;59;3;"D";82;13
"309228";2221038;0.41;"E";5;10;41;50;6;"E";93;13
"309229";2221039;0.41;"E";7;14;52;57;2;"D";91;10
"309235";2221045;0.41;"E";6;1;46;50;1;"D";52;13
"309238";2221048;0.41;"E";6;10;40;54;4;"E";31;11
"309250";2221060;0.41;"B";7;25;67;50;1;"E";24;13
"309263";2221073;0.41;"E";9;15;53;71;11;"D";93;6
"309284";2221094;0.41;"A";5;4;40;63;5;"D";72;13
"309390";2221200;0.41;"F";5;3;55;50;2;"E";11;13
"309394";2221204;0.41;"F";6;1;58;50;2;"D";11;13
"309399";2221209;0.41;"C";6;8;52;50;2;"E";52;13
"309412";2221222;0.41;"E";5;12;55;50;1;"E";72;13
"309434";2221244;0.25;"C";6;2;43;50;6;"D";91;13
"309456";2221266;0.41;"F";5;1;83;50;1;"E";11;13
"309460";2221270;0.41;"C";4;10;51;50;3;"E";54;13
"309470";2221280;0.41;"A";7;1;58;50;1;"E";91;13
"309486";2221296;0.41;"E";6;12;56;50;5;"E";11;13
"309492";2221302;0.41;"D";6;1;59;106;2;"D";23;-1
"309498";2221308;0.41;"D";5;13;37;50;2;"E";93;13
"309536";2221346;0.41;"E";6;7;52;55;2;"D";11;13
"309557";2221367;0.41;"D";5;12;47;64;4;"D";93;8
"309606";2221416;0.41;"E";6;3;33;50;1;"D";82;13
"309610";2221420;0.41;"D";9;12;47;64;5;"E";72;8
"309612";2221422;0.25;"E";11;10;50;95;1;"E";24;1
"309618";2221428;0.25;"E";6;13;52;106;3;"E";72;-1
"309637";2221447;0.41;"E";5;6;67;76;1;"D";72;5
"309640";2221450;0.41;"E";6;17;33;85;1;"E";91;3
"309650";2221460;0.41;"D";5;13;29;64;5;"D";93;8
"309676";2221486;0.41;"A";5;17;57;76;3;"E";91;5
"309692";2221502;0.41;"F";10;5;56;50;12;"E";11;13
"309719";2221529;0.41;"E";6;8;51;50;2;"D";11;13
"309739";2221549;0.41;"C";6;9;37;50;1;"D";73;13
"309770";2221580;0.41;"C";8;20;31;50;1;"D";93;13
"309815";2221625;0.41;"E";5;2;66;55;2;"D";72;13
"309842";2221652;0.41;"E";4;20;54;50;1;"E";11;13
"309907";2221717;0.01;"C";5;3;46;80;2;"E";23;4
"309924";2221734;0.55;"D";7;7;27;90;11;"D";73;2
"309931";2221741;0.49;"C";7;6;70;50;13;"E";54;13
"309934";2221744;0.43;"D";4;6;34;80;5;"E";93;4
"309936";2221746;0.51;"A";5;18;46;50;3;"E";22;13
"309940";2221750;0.64;"C";4;17;35;88;1;"E";82;2
"309950";2221760;0.25;"C";6;2;68;50;13;"E";91;13
"309976";2221786;0.22;"B";6;11;35;57;3;"D";52;10
"309992";2221802;0.86;"D";4;18;41;50;2;"E";83;13
"310025";2221835;0.52;"D";6;3;38;62;5;"D";31;13
"310027";2221837;0.44;"D";7;10;58;100;5;"E";91;0
"310028";2221838;0.21;"D";5;3;29;80;3;"D";93;4
"310033";2221843;0.46;"E";7;13;51;50;5;"E";11;13
"310039";2221849;0.24;"E";7;14;50;57;4;"E";93;10
"310047";2221857;0.48;"D";7;12;32;68;2;"D";91;7
"310064";2221874;0.33;"C";8;18;31;72;11;"E";72;6
"310071";2221881;0.4;"A";4;13;46;60;2;"D";82;9
"310097";2221907;0.28;"A";9;6;54;50;2;"E";26;13
"310114";2221924;0.56;"C";10;14;52;50;2;"D";82;13
"310122";2221932;0.47;"C";4;15;45;50;2;"E";91;13
"310129";2221939;0.49;"D";4;3;26;72;3;"D";24;6
"310146";2221956;0.44;"A";6;7;35;58;12;"E";93;13
"310148";2221958;0.23;"E";10;9;58;50;1;"E";31;13
"310167";2221977;0.45;"C";9;20;32;62;11;"E";91;13
"310202";2222012;0.5;"C";7;4;43;72;12;"D";91;6
"310215";2222025;0.44;"F";7;24;32;72;1;"E";11;6
"310221";2222031;0.19;"E";7;7;27;64;1;"D";24;8
"310223";2222033;0.33;"C";6;15;56;50;2;"D";24;13
"310234";2222044;0.36;"D";6;14;42;50;1;"D";24;13
"310271";2222081;0.32;"E";4;8;64;58;2;"E";82;13
"310293";2222103;0.57;"C";11;16;44;61;5;"E";11;13
"310301";2222111;0.45;"E";6;9;35;68;12;"D";93;7
"310305";2222115;0.25;"A";7;1;52;50;1;"D";26;13
"310307";2222117;0.25;"D";5;2;58;50;3;"E";72;13
"310323";2222133;0.71;"E";6;5;30;85;2;"D";82;3
"310329";2222139;0.93;"C";6;12;51;50;1;"D";91;13
"310330";2222140;0.45;"C";9;3;38;52;6;"D";82;13
"310341";2222151;0.43;"E";7;1;72;50;1;"E";72;13
"310362";2222173;0.34;"E";7;8;35;52;1;"E";23;13
"310367";2222178;0.49;"E";7;12;46;62;1;"E";11;13
"310383";2222194;0.26;"D";5;1;36;50;1;"D";82;13
"310390";2222201;0.34;"A";5;11;60;50;5;"D";26;13
"310405";2222217;0.5;"E";6;7;44;50;6;"D";11;13
"310465";2222279;0.25;"D";5;8;66;56;1;"D";93;13
"310473";2222288;0.25;"E";6;6;29;72;5;"E";82;6
"310490";2222305;0.74;"E";6;13;40;85;1;"D";82;3
"310511";2222326;0.08;"C";5;4;39;77;3;"D";91;4
"310530";2222345;0.08;"E";6;7;44;55;1;"D";23;13
"310589";2222404;0.08;"D";8;3;41;68;10;"D";91;7
"310590";2222405;0.08;"D";5;6;41;61;1;"E";91;13
"310606";2222421;0.08;"E";6;2;31;60;2;"E";31;9
"310626";2222441;0.08;"C";11;12;68;50;2;"E";82;13
"310633";2222448;0.08;"D";6;3;34;68;1;"E";91;7
"310645";2222460;0.08;"C";6;0;32;68;1;"D";82;7
"310654";2222469;0.08;"D";10;2;41;50;11;"D";52;13
"310667";2222482;0.08;"C";4;1;48;50;2;"E";52;13
"310668";2222483;0.08;"E";6;2;37;50;6;"D";31;13
"310672";2222487;0.08;"F";6;3;38;71;12;"E";11;6
"310695";2222510;0.08;"E";6;4;29;72;2;"D";82;6
"310707";2222522;0.08;"A";6;14;30;51;1;"D";24;12
"310720";2222535;0.08;"D";5;3;49;50;5;"D";93;13
"310729";2222544;0.08;"E";6;4;42;50;1;"D";82;13
"310768";2222583;0.08;"B";8;9;58;50;1;"E";91;13
"310774";2222589;0.08;"D";4;13;39;54;1;"E";93;11
"310781";2222596;0.08;"B";9;13;33;50;11;"E";24;13
"310801";2222616;0.08;"B";7;15;34;60;6;"E";82;9
"310808";2222623;0.08;"C";8;14;52;50;12;"E";82;13
"310815";2222630;0.08;"E";6;5;30;57;2;"D";24;10
"310820";2222635;0.08;"D";9;14;36;54;1;"E";82;11
"310828";2222643;0.08;"E";5;14;55;50;6;"E";93;13
"310831";2222646;0.08;"B";7;11;30;80;1;"D";82;4
"310903";2222718;0.08;"D";5;1;67;50;2;"D";31;13
"310909";2222724;0.08;"E";6;11;42;50;1;"D";23;13
"310938";2222753;0.08;"E";9;17;39;64;13;"E";82;8
"310949";2222764;0.08;"E";7;7;39;50;2;"D";31;13
"310952";2222767;0.08;"C";7;15;49;76;1;"E";93;5
"310954";2222769;0.08;"D";9;1;44;64;1;"D";31;8
"310966";2222781;0.08;"E";7;6;38;59;1;"E";11;13
"310980";2222795;0.08;"E";6;4;29;80;2;"D";82;4
"310992";2222807;0.08;"E";4;10;25;80;4;"E";23;4
"310995";2222810;0.08;"B";5;6;30;76;3;"D";72;5
"311001";2222816;0.08;"D";5;13;48;50;2;"D";82;13
"311024";2222839;0.08;"E";5;5;48;50;6;"D";82;13
"311025";2222840;0.08;"C";7;7;72;85;2;"D";24;3
"311028";2222843;0.08;"D";6;9;35;83;1;"D";93;3
"311030";2222845;0.08;"E";7;3;42;58;3;"E";11;13
"311033";2222848;0.08;"C";6;5;34;76;5;"D";24;5
"311041";2222856;0.08;"E";6;2;61;50;2;"D";52;13
"311052";2222867;0.08;"C";4;16;21;95;1;"E";82;1
"311062";2222877;0.08;"C";9;15;42;50;1;"E";82;13
"311065";2222880;0.08;"C";9;6;38;57;1;"E";93;10
"311082";2222897;0.08;"D";9;14;55;58;2;"E";11;13
"311120";2222935;0.08;"E";7;10;59;50;5;"E";52;13
"311144";2222959;0.08;"C";6;8;31;68;2;"D";31;7
"311152";2222967;0.08;"D";6;8;29;85;2;"D";93;3
"311159";2222974;0.08;"C";5;7;38;57;3;"D";93;10
"311161";2222976;0.08;"D";5;1;61;50;2;"D";91;13
"311162";2222977;0.08;"B";4;15;38;51;2;"E";31;12
"311180";2222995;0.08;"C";6;17;34;60;1;"D";72;9
"311185";2223000;0.08;"B";5;6;30;72;3;"D";93;6
"311224";2223039;0.08;"F";7;1;78;56;2;"E";11;13
"311237";2223052;0.08;"C";5;0;50;50;1;"D";73;13
"311255";2223070;0.08;"E";7;1;58;50;2;"E";52;13
"311272";2223087;0.08;"D";4;9;60;50;1;"E";93;13
"311280";2223095;0.08;"E";5;10;51;50;2;"D";72;13
"311305";2223120;0.08;"C";4;12;48;52;4;"D";23;13
"311333";2223148;0.08;"D";5;1;53;50;2;"D";31;13
"311358";2223173;0.08;"D";6;3;53;50;2;"D";54;13
"311360";2223175;0.08;"D";7;7;51;50;2;"E";31;13
"311364";2223179;0.08;"F";5;1;74;50;4;"E";11;13
"311372";2223187;0.08;"E";6;17;43;50;2;"E";11;13
"311384";2223199;0.08;"E";6;4;53;50;1;"D";11;13
"311389";2223204;0.08;"E";5;0;50;50;1;"E";82;13
"311418";2223233;0.08;"E";5;1;39;50;2;"D";23;13
"311429";2223244;0.08;"D";6;1;48;50;1;"D";91;13
"311430";2223245;0.08;"E";5;1;46;50;5;"E";73;13
"311453";2223268;0.08;"D";5;8;32;50;3;"D";93;13
"311460";2223275;0.08;"D";6;4;39;51;4;"D";31;12
"311466";2223281;0.08;"C";7;6;51;50;11;"D";91;13
"311471";2223286;0.08;"B";4;1;43;50;3;"D";52;13
"311474";2223289;0.08;"B";4;9;30;57;13;"E";52;10
"311484";2223299;0.08;"D";9;10;37;51;10;"D";31;12
"311491";2223306;0.08;"E";5;13;29;85;2;"D";31;3
"311493";2223308;0.08;"B";14;11;35;54;10;"E";11;11
"311502";2223317;0.08;"D";5;4;32;60;1;"D";31;9
"311533";2223348;0.08;"E";6;8;46;50;5;"E";52;13
"311541";2223356;0.08;"C";7;13;35;50;1;"E";93;13
"311555";2223370;0.08;"C";9;12;28;68;3;"E";72;7
"311559";2223374;0.08;"D";4;13;54;59;2;"E";91;13
"311562";2223377;0.08;"C";10;13;51;50;2;"D";91;13
"311583";2223398;0.08;"E";11;10;51;54;2;"E";52;11
"311588";2223403;0.08;"E";6;6;32;57;6;"D";23;10
"311589";2223404;0.08;"E";11;8;41;57;4;"E";31;10
"311602";2223417;0.08;"E";10;7;47;50;3;"D";72;13
"311647";2223462;0.08;"D";5;3;27;68;4;"D";31;7
"311649";2223464;0.08;"D";6;2;34;54;6;"D";31;11
"311666";2223481;0.08;"C";6;3;31;76;3;"D";91;5
"311674";2223489;0.08;"C";5;7;34;80;5;"D";52;4
"311705";2223520;0.08;"C";6;11;46;50;3;"D";93;13
"311711";2223526;0.08;"E";7;15;31;68;1;"E";31;7
"311725";2223540;0.08;"F";9;13;36;76;6;"E";11;5
"311727";2223542;0.08;"E";10;6;38;60;10;"E";72;9
"311742";2223557;0.08;"D";8;14;45;50;2;"D";72;13
"311753";2223568;0.08;"E";7;12;49;56;1;"E";52;13
"311761";2223576;0.08;"D";7;18;30;64;4;"E";11;8
"311772";2223587;0.08;"E";6;2;46;72;1;"E";72;6
"311808";2223623;0.08;"D";6;13;30;60;1;"D";31;9
"311810";2223625;0.08;"D";7;7;34;80;5;"E";52;4
"311820";2223635;0.08;"E";4;4;45;70;1;"E";93;6
"311829";2223644;0.08;"D";11;0;37;68;11;"D";93;7
"311833";2223648;0.08;"E";6;5;30;68;3;"E";52;7
"311846";2223661;0.08;"D";6;8;42;50;3;"E";31;13
"311864";2223679;0.08;"B";8;14;36;80;1;"E";91;4
"311867";2223682;0.08;"B";5;10;37;50;1;"D";73;13
"311881";2223696;0.08;"C";12;5;31;64;11;"E";82;8
"311888";2223703;0.08;"E";6;4;46;55;2;"D";82;13
"311895";2223710;0.08;"C";6;7;52;90;1;"E";72;2
"311922";2223737;0.08;"E";6;4;42;50;1;"D";93;13
"311967";2223782;0.08;"D";6;10;33;50;3;"D";91;13
"311982";2223797;0.08;"C";8;9;34;64;4;"D";31;8
"311987";2223802;0.08;"A";4;6;40;50;11;"D";72;13
"312005";2223820;0.08;"A";7;4;53;50;5;"D";93;13
"312008";2223823;0.08;"C";7;7;37;54;1;"D";52;11
"312012";2223827;0.08;"E";5;1;33;76;1;"D";93;5
"312033";2223848;0.08;"D";4;14;62;50;1;"D";82;13
"312038";2223853;0.08;"D";9;4;28;64;2;"E";91;8
"312044";2223859;0.08;"C";7;9;37;64;1;"E";91;8
"312047";2223862;0.08;"C";9;11;42;50;3;"E";43;13
"312058";2223873;0.08;"E";7;4;30;64;2;"D";52;8
"312063";2223878;0.08;"D";7;12;49;50;3;"D";91;13
"312071";2223886;0.08;"E";11;5;48;55;6;"E";24;13
"312082";2223897;0.08;"D";5;10;37;54;3;"D";31;11
"312091";2223906;0.08;"C";6;8;41;72;1;"D";91;6
"312103";2223918;0.08;"E";9;11;38;50;2;"E";82;13
"312132";2223947;0.08;"E";6;1;40;50;4;"E";23;13
"312140";2223955;0.08;"D";9;8;28;72;1;"E";93;6
"312182";2223997;0.08;"E";7;0;47;57;12;"E";23;10
"312189";2224004;0.08;"E";7;2;28;64;6;"D";82;8
"312209";2224024;0.08;"C";4;7;42;63;6;"E";93;13
"312217";2224032;0.08;"E";5;5;28;85;1;"D";91;3
"312228";2224043;0.08;"D";6;3;26;80;1;"E";82;4
"312233";2224048;0.08;"C";7;14;26;90;11;"D";24;2
"312254";2224069;0.08;"C";6;11;27;95;3;"D";93;1
"312258";2224073;0.08;"E";4;7;55;50;4;"D";52;13
"312263";2224078;0.08;"C";11;10;42;57;14;"D";93;10
"312279";2224094;0.08;"E";6;14;33;64;1;"D";31;8
"312285";2224100;0.08;"C";5;5;46;50;3;"E";93;13
"312286";2224101;0.08;"D";6;9;26;73;2;"D";72;5
"312295";2224110;0.08;"E";4;2;27;64;12;"E";31;8
"312304";2224119;0.08;"E";6;11;62;60;4;"E";23;9
"312323";2224138;0.08;"D";14;14;36;80;10;"D";24;4
"312347";2224162;0.08;"A";4;16;32;76;14;"E";54;5
"312356";2224171;0.08;"D";6;9;56;50;1;"D";93;13
"312380";2224195;0.08;"D";4;3;28;60;3;"D";82;9
"312381";2224196;0.08;"E";5;9;30;80;2;"E";31;4
"312384";2224199;0.08;"C";9;12;36;50;2;"E";22;13
"312398";2224213;0.08;"C";9;13;29;68;3;"E";31;7
"312405";2224220;0.08;"E";6;2;40;68;4;"D";23;7
"312406";2224221;0.08;"C";7;20;32;50;1;"E";73;13
"312432";2224247;0.08;"E";4;8;36;90;2;"E";82;2
"312437";2224252;0.08;"A";6;7;30;100;2;"D";24;0
"312447";2224262;0.08;"D";4;10;29;80;1;"E";91;4
"312493";2224308;0.08;"C";7;1;33;60;6;"D";26;9
"312500";2224315;0.08;"E";5;16;37;51;1;"E";31;12
"312512";2224327;0.08;"C";11;9;35;55;1;"E";73;13
"312517";2224332;0.08;"C";6;5;42;50;12;"D";93;13
"312532";2224347;0.08;"E";6;6;27;60;2;"D";23;9
"312535";2224350;0.08;"D";6;8;45;50;6;"D";31;13
"312540";2224355;0.08;"A";7;9;20;95;1;"E";52;1
"312578";2224393;0.08;"E";6;3;25;95;1;"D";72;1
"312583";2224398;0.08;"E";4;13;35;54;1;"D";23;11
"312589";2224404;0.08;"C";5;0;37;54;12;"E";91;11
"312603";2224418;0.08;"C";7;6;48;50;1;"E";91;13
"312617";2224432;0.08;"D";7;10;37;68;4;"E";73;7
"312648";2224463;0.08;"A";9;18;47;50;12;"E";25;13
"312659";2224474;0.08;"E";4;2;28;80;3;"D";93;4
"312670";2224485;0.08;"E";4;17;76;94;5;"E";82;1
"312695";2224510;0.08;"E";4;1;55;90;1;"E";93;2
"312713";2224528;0.08;"B";6;4;37;54;2;"D";82;11
"312715";2224530;0.08;"D";7;10;51;50;1;"E";91;13
"312728";2224543;0.08;"E";7;12;31;60;1;"D";31;9
"312729";2224544;0.08;"D";6;8;21;95;3;"E";52;1
"312739";2224554;0.08;"C";7;8;36;64;12;"E";91;8
"312742";2224557;0.08;"C";9;12;34;68;5;"E";82;7
"312753";2224568;0.08;"C";7;5;33;90;1;"D";73;2
"312756";2224571;0.08;"C";7;4;41;50;1;"E";73;13
"312768";2224583;0.08;"E";7;15;37;75;3;"E";26;5
"312798";2224613;0.08;"E";6;9;43;76;3;"D";31;5
"312808";2224623;0.08;"C";6;4;36;51;5;"E";73;12
"312849";2224664;0.08;"D";6;5;26;72;1;"D";93;6
"312852";2224667;0.08;"D";4;27;41;50;1;"E";23;13
"312864";2224679;0.08;"D";15;2;54;50;10;"E";82;13
"312886";2224701;0.08;"C";9;1;31;51;1;"D";24;12
"312917";2224732;0.08;"E";5;1;36;57;2;"D";23;10
"312935";2224750;0.08;"A";6;4;66;50;12;"D";93;13
"312942";2224757;0.08;"B";5;11;31;60;2;"D";73;9
"312960";2224775;0.08;"C";7;3;54;80;1;"D";82;4
"312985";2224800;0.08;"B";5;9;36;57;5;"D";73;10
"312991";2224806;0.08;"C";10;8;66;50;10;"E";93;13
"312994";2224809;0.08;"A";7;3;42;85;2;"D";72;3
"313003";2224818;0.08;"A";5;15;47;50;5;"E";72;13
"313021";2224836;0.08;"E";4;2;32;72;12;"E";93;6
"313033";2224848;0.08;"C";7;5;41;90;4;"E";93;2
"313050";2224865;0.08;"E";6;13;30;72;1;"D";31;6
"313074";2224889;0.08;"C";6;7;34;60;2;"D";91;9
"313097";2224912;0.08;"C";5;2;29;68;2;"D";91;7
"313117";2224932;0.08;"D";6;12;19;100;4;"E";82;0
"313128";2224943;0.08;"C";6;6;50;50;1;"D";82;13
"313147";2224962;0.08;"B";7;5;48;50;5;"D";91;13
"313153";2224968;0.08;"D";6;11;33;64;1;"E";31;8
"313154";2224969;0.08;"D";12;5;51;50;10;"D";31;13
"313161";2224976;0.08;"D";10;4;46;50;5;"D";31;13
"313174";2224989;0.08;"E";7;16;39;72;1;"E";52;6
"313188";2225003;0.08;"E";5;0;48;80;6;"D";31;4
"313204";2225019;0.08;"E";7;11;36;60;1;"E";23;9
"313241";2225056;0.08;"E";4;11;29;95;4;"E";31;1
"313253";2225068;0.08;"C";7;6;49;71;1;"D";23;6
"313257";2225072;0.08;"D";6;13;55;50;1;"D";22;13
"313262";2225077;0.08;"D";6;5;28;68;3;"E";93;7
"313266";2225081;0.08;"D";7;29;33;95;3;"E";93;1
"313271";2225086;0.08;"C";5;3;26;90;3;"D";91;2
"313286";2225101;0.08;"E";5;1;36;100;1;"D";93;0
"313293";2225108;0.08;"C";8;0;54;50;2;"D";41;13
"313314";2225129;0.08;"E";6;2;43;68;5;"E";93;7
"313339";2225154;0.08;"F";7;6;57;50;4;"E";11;13
"313410";2225225;0.08;"D";7;11;28;76;2;"D";93;5
"313428";2225243;0.08;"E";7;6;43;50;1;"E";31;13
"313452";2225267;0.08;"E";6;10;36;50;1;"D";93;13
"313488";2225303;0.08;"C";6;12;40;50;1;"D";31;13
"313491";2225306;0.08;"C";5;8;25;76;1;"E";91;5
"313499";2225314;0.08;"D";11;4;44;50;12;"D";91;13
"313512";2225327;0.08;"E";4;6;26;68;1;"E";23;7
"313515";2225330;0.08;"E";5;11;27;68;2;"D";23;7
"313540";2225355;0.08;"D";7;5;54;50;2;"E";31;13
"313551";2225366;0.08;"E";5;2;28;76;1;"D";31;5
"313556";2225371;0.08;"B";4;7;57;50;2;"D";23;13
"313559";2225374;0.08;"B";5;11;25;76;1;"E";83;5
"313563";2225378;0.08;"E";4;9;50;50;2;"E";31;13
"313571";2225386;0.08;"A";6;8;36;76;2;"D";24;5
"313583";2225398;0.08;"E";7;17;43;57;1;"E";93;10
"313588";2225403;0.08;"E";5;12;45;90;5;"D";23;2
"313600";2225415;0.08;"E";6;0;32;76;5;"D";11;5
"313617";2225432;0.08;"D";6;12;32;72;1;"D";23;6
"313625";2225440;0.08;"E";6;9;19;100;2;"D";72;0
"313641";2225456;0.08;"E";9;2;34;76;12;"E";73;5
"313654";2225469;0.08;"E";5;14;30;85;2;"D";41;3
"313680";2225495;0.08;"D";6;17;29;72;3;"E";31;6
"313684";2225499;0.08;"B";4;15;38;50;1;"E";23;13
"313689";2225504;0.08;"D";6;16;27;76;1;"E";91;5
"313690";2225505;0.08;"E";6;12;41;50;1;"E";23;13
"313698";2225513;0.08;"D";6;1;52;50;2;"D";74;13
"313719";2225534;0.08;"E";4;12;55;50;1;"E";23;13
"313768";2225583;0.08;"E";6;2;58;50;1;"D";93;13
"313771";2225586;0.08;"B";8;0;38;50;12;"D";93;13
"313799";2225614;0.08;"C";7;2;35;65;5;"D";91;7
"313839";2225654;0.08;"E";7;8;50;68;13;"D";93;7
"313857";2225672;0.08;"B";5;2;43;100;2;"D";91;0
"313865";2225680;0.08;"E";7;1;53;50;1;"E";93;13
"313929";2225744;0.5;"B";7;5;30;72;5;"E";82;6
"313939";2225754;0.22;"C";6;0;54;50;6;"D";93;13
"313955";2225770;0.21;"C";5;2;41;67;5;"D";82;7
"313960";2225776;0.2;"D";8;0;40;50;3;"D";24;13
"313965";2225781;0.25;"D";6;10;26;85;2;"D";73;3
"313972";2225788;0.21;"C";7;5;55;125;1;"E";91;-1
"313982";2225798;0.45;"C";10;9;47;50;12;"D";91;13
"314001";2225817;0.25;"B";6;10;34;64;3;"D";82;8
"314005";2225821;0.54;"A";6;6;38;90;1;"D";26;2
"314006";2225822;0.2;"E";6;0;54;50;2;"D";24;13
"314014";2225830;0.51;"E";5;8;43;76;5;"D";11;5
"314015";2225831;0.49;"E";6;12;76;73;2;"E";31;5
"314036";2225852;0.48;"E";9;3;31;57;3;"D";82;10
"314039";2225855;0.17;"C";5;4;72;50;12;"D";82;13
"314059";2225875;0.31;"C";6;15;47;50;1;"D";91;13
"314077";2225893;0.23;"D";6;1;27;72;3;"D";73;6
"314088";2225904;0.33;"E";4;4;43;90;5;"E";72;2
"314127";2225943;0.25;"D";4;14;33;72;2;"E";24;6
"314132";2225948;0.47;"F";7;0;41;55;5;"D";11;13
"314133";2225949;0.54;"E";9;11;51;50;6;"E";82;13
"314166";2225982;0.24;"E";5;18;32;50;6;"E";73;13
"314183";2226000;0.49;"C";4;12;40;57;2;"E";82;10
"314207";2226024;0.76;"A";4;15;32;68;3;"D";91;7
"314217";2226034;0.36;"E";6;11;36;64;1;"D";93;8
"314226";2226044;0.27;"E";9;0;39;50;11;"E";52;13
"314228";2226046;0.51;"A";5;4;41;50;1;"D";72;13
"314246";2226064;0.41;"E";5;0;33;57;2;"D";93;10
"314279";2226097;0.27;"C";7;1;46;50;4;"D";91;13
"314296";2226114;0.45;"C";11;3;25;68;12;"D";91;7
"314311";2226129;0.39;"E";12;7;31;64;11;"E";11;8
"314334";2226152;0.33;"B";6;8;38;50;2;"D";93;13
"314341";2226159;0.33;"D";8;10;51;50;6;"D";73;13
"314357";2226175;0.33;"C";7;15;29;50;2;"E";73;13
"314360";2226178;0.33;"A";10;6;27;80;1;"E";73;4
"314394";2226212;0.33;"C";6;6;45;50;1;"D";93;13
"314400";2226218;0.33;"D";8;5;41;50;3;"D";93;13
"314426";2226244;0.33;"C";7;1;59;50;1;"D";31;13
"314436";2226254;0.33;"C";6;4;50;85;2;"D";73;3
"314444";2226262;0.33;"E";7;3;57;54;10;"E";93;11
"314449";2226267;0.33;"D";7;11;48;64;12;"D";93;8
"314465";2226283;0.33;"E";6;13;29;54;1;"D";25;11
"314466";2226284;0.33;"D";4;14;65;56;5;"E";91;13
"314487";2226305;0.33;"E";15;11;40;76;5;"E";93;5
"314530";2226348;0.33;"B";7;8;34;66;11;"D";91;7
"314539";2226357;0.33;"E";4;11;30;54;2;"E";82;11
"314576";2226394;0.33;"C";7;9;40;50;10;"D";91;13
"314578";2226396;0.33;"A";7;10;31;64;13;"E";22;8
"314595";2226413;0.33;"C";10;4;50;50;3;"D";91;13
"314605";2226423;0.33;"D";4;2;43;50;14;"E";93;13
"314642";2226460;0.33;"A";6;0;41;50;2;"D";93;13
