"no";"nocontrat";"garantie";"cout"
"57791";57791;2110125;"4BG";308.63
"57837";57837;2133366;"1RC";9242.41
"57841";57841;2104433;"4BG";219.04
"57862";57862;2201340;"2DO";74
"57906";57906;2104439;"4BG";154.65
"57913";57913;2133284;"4BG";137.96
"57928";57928;2189982;"1RC";-605.49
"57934";57934;2133594;"4BG";40
"57950";57950;2060859;"1RC";1172
"57951";57951;2060859;"4BG";150.92
"57964";57964;2104494;"4BG";204.82
"57970";57970;2133383;"2DO";1526.73
"57991";57991;2102186;"1RC";1172
"58000";58000;2211741;"4BG";328.66
"58048";58048;2073388;"1RC";4100
"58050";58050;2073388;"2DO";771.07
"58054";58054;2208754;"1RC";-921.92
"58059";58059;2093258;"4BG";347.64
"58068";58068;2093163;"1RC";-46.47
"58070";58070;2210607;"2DO";821.01
"58078";58078;2212047;"1RC";1172
"58079";58079;2212047;"2DO";2396.06
"58085";58085;2212047;"1RC";2206.73
"58087";58087;2093225;"4BG";261.3
"58116";58116;2142029;"1RC";1172
"58119";58119;2105071;"1RC";251.36
"58138";58138;67610;"1RC";1549.86
"58145";58145;2072554;"1RC";-673.6
"58146";58146;2046115;"2DO";272
"58176";58176;2105055;"1RC";348.19
"58196";58196;2181317;"2DO";601.2
"58199";58199;2072817;"4BG";357.18
"58203";58203;2180239;"2DO";1315.52
"58246";58246;2130888;"2DO";1165.83
"58247";58247;2099025;"1RC";-97.32
"58251";58251;2130888;"4BG";69
"58308";58308;2130888;"2DO";532.77
"58335";58335;2072708;"4BG";302.96
"58343";58343;2046574;"4BG";122.7
"58347";58347;2072634;"4BG";97.98
"58359";58359;2072634;"3VI";850.28
"58380";58380;2105144;"4BG";267.82
"58425";58425;2080735;"4BG";307.38
"58440";58440;2080864;"1RC";0
"58469";58469;2080727;"1RC";1172
"58479";58479;2182401;"4BG";562.63
"58501";58501;2187131;"4BG";91.46
"58506";58506;2083458;"1RC";798.05
"58513";58513;2083458;"1RC";0
"58515";58515;2083454;"4BG";316.02
"58611";58611;2116696;"4BG";624.98
"58626";58626;67488;"1RC";1128.12
"58637";58637;67488;"2DO";975.7
"58658";58658;2071838;"1RC";2926.38
"58660";58660;2071838;"2DO";68.6
"58671";58671;2205192;"1RC";1172
"58672";58672;2205192;"2DO";0
"58691";58691;2071838;"4BG";210.53
"58692";58692;2152489;"2DO";983.16
"58694";58694;2128848;"4BG";155
"58712";58712;2184233;"4BG";256.89
"58747";58747;2098717;"4BG";215.12
"58770";58770;67476;"1RC";1128.12
"58778";58778;2113234;"4BG";302.74
"58780";58780;2071754;"1RC";1172
"58781";58781;67476;"2DO";0
"58785";58785;2116692;"4BG";381.39
"58810";58810;2178201;"1RC";1756.19
"58811";58811;2178201;"2DO";75.1
"58881";58881;2162880;"2DO";355
"58892";58892;2163076;"1RC";1172
"58897";58897;2116696;"1RC";1880.26
"58898";58898;2193487;"1RC";2672
"58899";58899;2193487;"2DO";1505.61
"58920";58920;2065663;"1RC";1172
"58921";58921;2065663;"2DO";0
"58932";58932;2093823;"1RC";1781.99
"58940";58940;2047295;"1RC";1172
"58941";58941;2047295;"2DO";0
"58967";58967;2187084;"1RC";4527.01
"58968";58968;2187084;"2DO";1335.17
"58970";58970;2187084;"5CO";0
"58973";58973;2065645;"1RC";1172
"58974";58974;2065645;"2DO";1242.8
"58990";58990;2127568;"2DO";6107.95
"58999";58999;2067049;"2DO";921.17
"59000";59000;2066894;"4BG";126.12
"59011";59011;2193045;"1RC";1824.75
"59012";59012;2193045;"2DO";0
"59035";59035;2189648;"1RC";-38.36
"59070";59070;2066929;"1RC";1205.62
"59071";59071;2066941;"4BG";240.4
"59078";59078;2206669;"4BG";306.4
"59089";59089;2211157;"1RC";-557.26
"59094";59094;2118934;"1RC";76.06
"59095";59095;2118934;"1RC";1172
"59096";59096;2118934;"2DO";0
"59134";59134;2177456;"2DO";1931.51
"59137";59137;2183124;"1RC";586
"59146";59146;2177456;"4BG";90.38
"59177";59177;2067101;"4BG";384.96
"59196";59196;2050672;"4BG";331.65
"59200";59200;2187619;"1RC";0
"59209";59209;2184730;"4BG";284.91
"59215";59215;2189562;"4BG";162.98
"59224";59224;22889;"1RC";1128.12
"59228";59228;2197748;"1RC";1172
"59231";59231;2053424;"4BG";464.81
"59236";59236;22889;"2DO";1262.27
"59260";59260;2053375;"1RC";1172
"59261";59261;2053375;"4BG";0
"59286";59286;2188398;"3VI";941.55
"59291";59291;159196;"3VI";529.32
"59327";59327;2064913;"4BG";137.18
"59331";59331;2131120;"1RC";540.66
"59356";59356;2064834;"4BG";429.2
"59360";59360;2131150;"2DO";84.92
"59367";59367;2064838;"2DO";1657.83
"59374";59374;2207863;"2DO";1377.18
"59378";59378;2064883;"2DO";1994.75
"59383";59383;2188420;"2DO";72.95
"59384";59384;2188420;"3VI";577.83
"59391";59391;173316;"2DO";5043.08
"59393";59393;2064913;"4BG";318.94
"59394";59394;2122093;"4BG";188.42
"59396";59396;2064932;"1RC";-219.96
"59405";59405;2208839;"4BG";77.11
"59421";59421;2064922;"4BG";44.96
"59426";59426;2131077;"1RC";0
"59449";59449;2050848;"2DO";1021.69
"59471";59471;2064935;"2DO";842.53
"59493";59493;2066568;"2DO";984.9
"59535";59535;115110;"1RC";-999.98
"59536";59536;2137420;"1RC";-910.68
"59537";59537;2137378;"1RC";586
"59538";59538;2137378;"2DO";0
"59543";59543;2207645;"2DO";3502.9
"59544";59544;2137258;"1RC";3263.88
"59545";59545;2137258;"2DO";116.61
"59556";59556;2098425;"4BG";168.5
"59557";59557;75792;"1RC";0
"59568";59568;95918;"2DO";665.73
"59596";59596;2098439;"1RC";-455.93
"59605";59605;2079804;"1RC";-102.39
"59618";59618;2098425;"1RC";0
"59619";59619;2098425;"2DO";617.66
"59623";59623;2137228;"1RC";-606.39
"59642";59642;2114634;"1RC";-717.72
"59651";59651;2137378;"1RC";-550.51
"59679";59679;2114713;"2DO";813.61
"59708";59708;2137385;"4BG";442.54
"59737";59737;2114546;"1RC";76.5
"59755";59755;2066542;"4BG";193.36
"59763";59763;2158936;"4BG";77.11
"59764";59764;2158936;"4BG";73.75
"59765";59765;2126415;"1RC";0
"59774";59774;2079739;"1RC";0
"59775";59775;2126398;"1RC";4308.77
"59781";59781;2126487;"3VI";0
"59782";59782;2126487;"4BG";126.54
"59799";59799;2167452;"1RC";1172
"59800";59800;2167452;"2DO";1563.72
"59808";59808;2079669;"4BG";185.25
"59818";59818;2158936;"4BG";73.75
"59871";59871;2193478;"1RC";1172
"59872";59872;2193478;"2DO";939.91
"59907";59907;2201836;"4BG";312.93
"59916";59916;2088504;"4BG";77.11
"59938";59938;2088421;"1RC";1172
"59939";59939;2088421;"4BG";182.51
"59947";59947;154842;"1RC";84.33
"59948";59948;2188310;"1RC";1607.5
"59950";59950;2188990;"4BG";294.06
"59958";59958;154842;"2DO";616.97
"59960";59960;2088422;"1RC";1578.23
"59981";59981;2114595;"4BG";77.11
"60008";60008;2191407;"2DO";85.95
"60009";60009;2191407;"3VI";1779
"60012";60012;2196260;"4BG";267.56
"60041";60041;2108244;"1RC";74.15
"60045";60045;2054352;"1RC";-29.88
"60075";60075;2182793;"4BG";227.41
"60134";60134;2117712;"4BG";247.33
"60168";60168;2117712;"4BG";808.4
"60176";60176;2054797;"2DO";178.61
"60190";60190;2087123;"4BG";191.12
"60215";60215;2054815;"1RC";5763.62
"60216";60216;2054815;"2DO";74.35
"60231";60231;2117712;"1RC";1172
"60244";60244;2108570;"1RC";790.88
"60282";60282;2108639;"1RC";149.38
"60283";60283;2203550;"4BG";304.2
"60340";60340;2124057;"4BG";516.66
"60344";60344;2124072;"1RC";1172
"60345";60345;2124072;"2DO";0
"60350";60350;2192561;"1RC";1172
"60353";60353;2119678;"4BG";219.45
"60359";60359;2146991;"4BG";183.39
"60364";60364;2194029;"4BG";197.32
"60392";60392;2194029;"1RC";375.99
"60443";60443;2150147;"2DO";3224.77
"60467";60467;2147208;"2DO";2983.95
"60489";60489;2147093;"1RC";586
"60490";60490;2147093;"2DO";0
"60494";60494;2150241;"1RC";-566.05
"60515";60515;2054184;"4BG";325.57
"60518";60518;2054136;"4BG";74.15
"60543";60543;2089514;"4BG";555.97
"60557";60557;115178;"1RC";1128.12
"60566";60566;2054095;"1RC";-750.75
"60572";60572;2095321;"4BG";270.45
"60593";60593;2095190;"1RC";158.32
"60618";60618;2109429;"1RC";784.58
"60619";60619;2109429;"2DO";1239.01
"60623";60623;2077404;"1RC";1172
"60625";60625;2077404;"2DO";0
"60630";60630;2109429;"4BG";268.29
"60657";60657;75694;"4BG";203.84
"60674";60674;2165506;"4BG";68.16
"60688";60688;2165506;"1RC";1357.34
"60689";60689;2165506;"2DO";0
"60750";60750;2077666;"1RC";1172
"60754";60754;2212449;"1RC";1172
"60762";60762;2070804;"2DO";1216.75
"60803";60803;162896;"1RC";1128.12
"60814";60814;162896;"2DO";2056.31
"60831";60831;2097885;"4BG";360.45
"60850";60850;2070741;"1RC";167.28
"60880";60880;115186;"4BG";125.3
"60901";60901;2149356;"4BG";472.05
"60902";60902;134678;"1RC";341.66
"60908";60908;2070817;"3VI";365.78
"60933";60933;2201016;"4BG";347.96
"60935";60935;2205165;"4BG";86.5
"60937";60937;2192828;"4BG";264.65
"60980";60980;75680;"2DO";11315.01
"61013";61013;134678;"2DO";-291.82
"61025";61025;169143;"1RC";-294.68
"61028";61028;2183403;"1RC";1172
"61029";61029;2183403;"2DO";0
"61030";61030;2199564;"4BG";129.41
"61032";61032;2205657;"1RC";52.17
"61039";61039;2109662;"2DO";241.45
"61063";61063;2147746;"1RC";-47.88
"61102";61102;177984;"1RC";1220.38
"61108";61108;2050708;"1RC";-472.74
"61113";61113;177984;"2DO";2238.61
"61127";61127;2206854;"1RC";0
"61128";61128;2206854;"2DO";63.86
"61135";61135;2094040;"4BG";147.97
"61140";61140;2198745;"2DO";2275.66
"61147";61147;176823;"2DO";4457.26
"61154";61154;2067520;"4BG";134.07
"61157";61157;107133;"4BG";37.96
"61189";61189;2067638;"4BG";518.77
"61210";61210;2068037;"4BG";223.36
"61222";61222;2127101;"4BG";378.18
"61242";61242;2132602;"1RC";85.65
"61269";61269;2211636;"1RC";79.79
"61270";61270;2068077;"4BG";107.07
"61342";61342;2177487;"2DO";0
"61343";61343;2208705;"1RC";2768
"61349";61349;2199945;"1RC";0
"61383";61383;2067929;"4BG";571.03
"61398";61398;2182467;"4BG";321.58
"61432";61432;2178015;"4BG";481.27
"61440";61440;2191679;"2DO";1454.49
"61459";61459;2164200;"1RC";434.07
"61464";61464;2068013;"4BG";471.55
"61483";61483;2194006;"1RC";1172
"61484";61484;2194006;"2DO";2785.5
"61492";61492;2127078;"4BG";414.4
"61586";61586;2067261;"1RC";931.59
"61587";61587;2067261;"2DO";328.09
"61600";61600;2068037;"3VI";741.66
"61607";61607;2211636;"4BG";311.28
"61619";61619;2049367;"4BG";250.11
"61643";61643;2177828;"4BG";402.26
"61658";61658;2082722;"4BG";197.94
"61661";61661;2082774;"1RC";0
"61662";61662;2082774;"2DO";0
"61663";61663;2082754;"1RC";1172
"61664";61664;2082754;"2DO";0
"61672";61672;2082754;"4BG";458.13
"61684";61684;2115587;"1RC";0
"61685";61685;2082722;"4BG";548.61
"61691";61691;2082774;"4BG";497.65
"61695";61695;2082637;"4BG";246.26
"61713";61713;2075668;"1RC";1847.03
"61714";61714;2132379;"1RC";-156.87
"61740";61740;2106851;"1RC";0
"61741";61741;2106851;"2DO";1795.2
"61756";61756;171568;"2DO";1195.17
"61759";61759;2130312;"1RC";-725.76
"61763";61763;2087333;"4BG";270.5
"61777";61777;2081347;"1RC";73.18
"61779";61779;2081347;"2DO";396.26
"61804";61804;2132476;"2DO";2478.68
"61810";61810;2081347;"2DO";1117.79
"61816";61816;2075668;"3VI";6848.52
"61817";61817;2130440;"1RC";1115.47
"61818";61818;2130440;"2DO";-1172
"61888";61888;2160561;"3VI";1790.03
"61892";61892;2081504;"1RC";80.8
"61900";61900;2160552;"3VI";282.68
"61910";61910;2160561;"2DO";8861.27
"61923";61923;2066785;"4BG";646.3
"61962";61962;2183306;"4BG";204.1
"62019";62019;2093633;"4BG";222.19
"62029";62029;2056875;"1RC";5659.32
"62050";62050;2104818;"4BG";368.62
"62070";62070;2104717;"1RC";-661.7
"62073";62073;2204437;"1RC";0
"62083";62083;2204437;"1RC";-594.67
"62088";62088;88727;"3VI";301.91
"62100";62100;2057020;"3VI";1426.52
"62101";62101;2047390;"2DO";0
"62102";62102;2047390;"3VI";359.73
"62108";62108;2208847;"4BG";104.48
"62120";62120;2191707;"1RC";1172
"62123";62123;2191707;"2DO";0
"62141";62141;2190727;"1RC";77.5
"62143";62143;2109126;"4BG";41.6
"62169";62169;2047157;"4BG";229.06
"62191";62191;2109137;"4BG";433.79
"62206";62206;2191776;"4BG";73.6
"62234";62234;2114049;"4BG";464.23
"62324";62324;2059115;"4BG";247.33
"62326";62326;2181593;"3VI";1059
"62339";62339;2201343;"4BG";168.56
"62354";62354;2058965;"1RC";389.87
"62360";62360;2136842;"1RC";1172
"62361";62361;2136842;"2DO";4703.06
"62384";62384;2059608;"2DO";729.94
"62387";62387;2059285;"4BG";389.41
"62406";62406;2104912;"4BG";129.76
"62409";62409;2059608;"4BG";279.1
"62413";62413;2181629;"2DO";1792.76
"62424";62424;2203584;"1RC";1032.14
"62446";62446;2104999;"1RC";1172
"62450";62450;2059351;"4BG";270.52
"62463";62463;2110377;"4BG";507.05
"62523";62523;2196310;"4BG";410.13
"62525";62525;2149029;"4BG";489.17
"62540";62540;2104941;"4BG";229.34
"62544";62544;2110318;"1RC";1172
"62545";62545;2110318;"2DO";1629.73
"62560";62560;2059358;"1RC";-864.78
"62561";62561;2181615;"1RC";-713.07
"62578";62578;2059520;"1RC";1952.24
"62579";62579;2059520;"2DO";208.3
"62583";62583;2125908;"4BG";496.15
"62590";62590;2136833;"4BG";241.22
"62606";62606;2185258;"4BG";342.75
"62608";62608;2183485;"4BG";237.78
"62611";62611;2199280;"3VI";625.11
"62612";62612;2155016;"4BG";396.23
"62625";62625;2155073;"1RC";-598.76
"62636";62636;2110318;"4BG";758.46
"62644";62644;2185258;"2DO";499.36
"62651";62651;2188435;"1RC";-228.28
"62652";62652;2125818;"1RC";3556.57
"62653";62653;2125818;"2DO";1949.8
"62666";62666;2169108;"1RC";-826.35
"62688";62688;71973;"1RC";-145.22
"62696";62696;2110314;"4BG";232.2
"62698";62698;2125924;"4BG";596.73
"62709";62709;2164066;"1RC";-232.54
"62717";62717;2125908;"1RC";1610.39
"62718";62718;2125908;"2DO";1458.44
"62730";62730;2155016;"4BG";526.52
"62732";62732;88565;"2DO";747.09
"62744";62744;2169124;"3VI";8775
"62790";62790;2107270;"2DO";422.45
"62791";62791;2107270;"3VI";0
"62851";62851;2196946;"4BG";113.15
"62858";62858;2068770;"1RC";1172
"62865";62865;88565;"2DO";1606.35
"62869";62869;2068150;"4BG";120
"62901";62901;2186214;"2DO";317.63
"62912";62912;2186214;"4BG";295.39
"63000";63000;2181263;"3VI";181.48
"63070";63070;2108810;"1RC";76.22
"63079";63079;2199873;"3VI";213.29
"63117";63117;2061683;"1RC";1172
"63123";63123;2108814;"1RC";-1824.8
"63192";63192;2200962;"1RC";0
"63203";63203;2160409;"1RC";-122.32
"63213";63213;2160409;"1RC";721.98
"63250";63250;88668;"4BG";485.42
"63255";63255;2077298;"2DO";395.78
"63259";63259;2107112;"1RC";586
"63285";63285;2107000;"1RC";-506.14
"63329";63329;2061440;"4BG";203.82
"63338";63338;139473;"2DO";2988.91
"63344";63344;2061385;"4BG";237.72
"63365";63365;2055675;"4BG";1271.92
"63375";63375;2192765;"4BG";239.53
"63377";63377;2050539;"2DO";514.1
"63389";63389;2180971;"1RC";-440.1
"63392";63392;2120715;"1RC";2560.97
"63407";63407;2201493;"4BG";327.11
"63409";63409;2192386;"4BG";278.61
"63416";63416;92306;"1RC";1128.12
"63427";63427;92306;"2DO";1232.14
"63455";63455;2050663;"1RC";-474.1
"63456";63456;2055645;"1RC";721.04
"63460";63460;71830;"2DO";466.84
"63464";63464;2055745;"1RC";-868.23
"63479";63479;2055593;"2DO";164
"63480";63480;2055593;"3VI";2098.12
"63511";63511;2190542;"2DO";745.91
"63512";63512;2055772;"4BG";294.9
"63530";63530;2178666;"1RC";1172
"63531";63531;2178666;"2DO";0
"63559";63559;131914;"1RC";0
"63561";63561;2055085;"1RC";1172
"63562";63562;2100142;"1RC";-596.89
"63577";63577;2100268;"1RC";0
"63593";63593;104173;"4BG";444.04
"63595";63595;2055156;"2DO";1846.55
"63596";63596;2055115;"1RC";1396.49
"63609";63609;2209702;"1RC";0
"63612";63612;2055115;"4BG";104.77
"63677";63677;2091529;"4BG";42.39
"63715";63715;92271;"4BG";167.86
"63749";63749;2083734;"1RC";0
"63753";63753;2198145;"1RC";1172
"63764";63764;2083547;"1RC";4100.03
"63771";63771;2131962;"1RC";457.88
"63774";63774;2132020;"4BG";241.22
"63803";63803;2069473;"4BG";436.91
"63818";63818;2142725;"2DO";1270.75
"63912";63912;2069581;"4BG";53.89
"63933";63933;2132272;"4BG";106
"63965";63965;2175786;"2DO";122.39
"63972";63972;2204657;"3VI";0
"63983";63983;2069506;"4BG";230.34
"63984";63984;2046317;"1RC";-202.71
"64024";64024;2166481;"4BG";423.16
"64054";64054;2166460;"4BG";340
"64072";64072;2212351;"1RC";0
"64115";64115;70386;"1RC";2790.59
"64122";64122;2175786;"2DO";601.41
"64123";64123;2183917;"1RC";1505.47
"64124";64124;2183917;"2DO";-129.21
"64144";64144;2046317;"2DO";1001.77
"64171";64171;58908;"2DO";213.96
"64176";64176;2166481;"1RC";2392.15
"64178";64178;2048330;"4BG";410.73
"64179";64179;2068858;"4BG";178.2
"64192";64192;2107779;"3VI";357.22
"64194";64194;2107779;"4BG";74.85
"64220";64220;2107779;"1RC";9330.43
"64221";64221;2107779;"2DO";0
"64226";64226;70386;"2DO";4996.2
"64234";64234;2107851;"4BG";79.58
"64242";64242;2107779;"3VI";2094
"64263";64263;2057473;"1RC";1172
"64276";64276;2182323;"1RC";2200.35
"64283";64283;2094291;"1RC";-475.86
"64289";64289;2056597;"2DO";982.91
"64301";64301;2047662;"4BG";67.22
"64318";64318;2198507;"1RC";-768.25
"64328";64328;2088591;"4BG";599.14
"64343";64343;2056679;"1RC";0
"64344";64344;2056679;"2DO";0
"64357";64357;2202107;"4BG";184.48
"64388";64388;2056716;"4BG";337.59
"64399";64399;2198507;"4BG";250.38
"64403";64403;2094286;"1RC";15
"64419";64419;2142162;"4BG";404.31
"64440";64440;2142212;"4BG";158.75
"64465";64465;2201516;"1RC";-605.64
"64487";64487;2201516;"2DO";1363.93
"64489";64489;2142293;"1RC";229.28
"64490";64490;2142293;"2DO";13632.91
"64509";64509;2090098;"2DO";835.33
"64517";64517;2090160;"4BG";144.34
"64539";64539;2206194;"1RC";-377
"64585";64585;2090160;"4BG";188.5
"64586";64586;2206569;"2DO";12.2
"64592";64592;2090419;"1RC";-1172
"64596";64596;2133807;"3VI";320.6
"64597";64597;2133807;"4BG";248.66
"64601";64601;2133803;"1RC";591.08
"64650";64650;2058826;"1RC";-688.5
"64654";64654;2058832;"4BG";622.1
"64670";64670;175684;"1RC";627.21
"64682";64682;71799;"1RC";1128.12
"64693";64693;71799;"2DO";1458.81
"64722";64722;2089107;"1RC";1172
"64723";64723;2089107;"2DO";0
"64724";64724;2120029;"1RC";6660.03
"64727";64727;2089107;"4BG";172.04
"64736";64736;2067461;"1RC";-397.12
"64781";64781;175684;"2DO";2791.66
"64802";64802;2093452;"1RC";1172
"64803";64803;2203184;"4BG";674.65
"64809";64809;2197835;"1RC";0
"64810";64810;2197835;"2DO";6821.61
"64831";64831;2186828;"2DO";35.88
"64832";64832;2186828;"3VI";274.98
"64856";64856;2146015;"1RC";1172
"64857";64857;2146015;"2DO";1885.61
"64876";64876;2100328;"4BG";294.04
"64879";64879;2212262;"2DO";283.47
"64884";64884;2202806;"4BG";68.29
"64889";64889;2146101;"4BG";384.61
"64899";64899;2053761;"1RC";-487.2
"64900";64900;2100425;"4BG";381
"64909";64909;2053636;"4BG";156.23
"64949";64949;2100654;"4BG";537.87
"64960";64960;2100654;"2DO";2076.07
"64970";64970;88851;"1RC";450.61
"65001";65001;2199652;"2DO";91.14
"65002";65002;2199652;"4BG";91.31
"65031";65031;2055918;"1RC";1172
"65052";65052;2055819;"2DO";692.06
"65071";65071;2092578;"4BG";266.95
"65105";65105;2081040;"3VI";239.01
"65114";65114;50957;"2DO";121.61
"65117";65117;2092542;"4BG";62.97
"65159";65159;78508;"4BG";177.94
"65187";65187;2192218;"4BG";323.2
"65213";65213;2080118;"1RC";1172
"65215";65215;2080118;"2DO";2031.21
"65225";65225;50957;"3VI";1098.71
"65244";65244;2087576;"4BG";490.41
"65253";65253;2141637;"4BG";119.6
"65265";65265;2080009;"1RC";1172
"65278";65278;2052958;"1RC";1034.89
"65309";65309;2053013;"2DO";1881.46
"65323";65323;2088973;"3VI";1260.94
"65336";65336;39782;"2DO";1320.34
"65382";65382;2142779;"2DO";1993.06
"65384";65384;2123249;"1RC";0
"65397";65397;2184511;"4BG";362.13
"65398";65398;2086103;"4BG";432.92
"65403";65403;74157;"4BG";169.71
"65419";65419;2203659;"4BG";346.22
"65475";65475;2184093;"2DO";467.74
"65482";65482;2066001;"1RC";-753.47
"65493";65493;2181686;"2DO";353.81
"65499";65499;2050230;"2DO";37.75
"65504";65504;2045934;"2DO";540.94
"65520";65520;2210468;"2DO";532.54
"65534";65534;2179677;"2DO";1305.34
"65535";65535;2098195;"4BG";397.39
"65540";65540;2066108;"1RC";6295.77
"65541";65541;2066108;"2DO";1088.66
"65554";65554;2098112;"4BG";380.97
"65557";65557;2098204;"1RC";1172
"65560";65560;2098204;"2DO";4013.42
"65565";65565;2046986;"4BG";108.62
"65590";65590;2181663;"2DO";833.35
"65598";65598;2066082;"3VI";366.92
"65603";65603;139320;"4BG";60.85
"65619";65619;2079214;"3VI";1707.8
"65631";65631;2079254;"3VI";796.74
"65654";65654;2079297;"1RC";-72.71
"65656";65656;2079295;"2DO";0
"65684";65684;2103849;"1RC";84.32
"65711";65711;2103881;"1RC";1172
"65722";65722;2186088;"1RC";1172
"65723";65723;2186088;"2DO";0
"65750";65750;2061945;"2DO";1100.93
"65772";65772;2103877;"1RC";690.26
"65817";65817;2203719;"1RC";1172
"65822";65822;2203719;"1RC";0
"65841";65841;2083404;"1RC";19281.82
"65842";65842;2083404;"2DO";4729.13
"65845";65845;2199259;"4BG";312.6
"65903";65903;2109925;"1RC";1172
"65904";65904;2109925;"2DO";1540.4
